w scaling repl L S1 S2 S3 S4 S5 D1 D2 D3 D4 D5 D6 D7 D8 S b bm bprod bpred compratio co prank
96 0 17.5 18 0.18 0.04 0 0.38 0.4 0 0 0 0 0 0 0 0 12 2.1963312057652 0.18302760048044 0.37620932426136 0.08643673858999 0.95 0.125 119
61 0 17.1764705882353 87 0.0882604970008569 0.025706940874036 0 0.239931448157669 0.536418166238218 0.0779777206512425 0.0077120822622108 0 0 0 0.0239931448157669 0 0 24 4.54725924318843 0.189469135132863 0.543015884665843 0.0438910617957137 0.447284345047923 0.151041666666667 120
109 0 17.5 38 0.0672782874617737 0.0214067278287462 0 0.525993883792049 0.385321100917431 0 0 0 0 0 0 0 0 22 4.1863084788636 0.1902867490393 0.33940911420614 0.10507396894398 1.36507936507936 0.0785123966942149 121
47 0 17.5 416 0.0904539962023131 0.0692214741929915 0 0.23165889867081 0.567236319696185 0.0252028310029346 0.00966683928879682 0.00103573278094252 0 0 0.00552390816502676 0 0 54 10.3096018364 0.19091855252606 0.39936635586242 0.086694650857788 0.408399269628728 0.142661179698217 122
67 0 17.5 148 0.133180252583238 0.0183696900114811 0 0.297742058936089 0.529276693455798 0.0133945656333716 0.00459242250287026 0 0 0 0.0034443168771527 0 0 31 5.9421892289572 0.19168352351478 0.34800602407122 0.092953523163266 0.562545191612437 0.154006243496358 123
120 0 17.5 68 0.0933544303797468 0.166139240506329 0 0.221518987341772 0.518987341772152 0 0 0 0 0 0 0 0 19 3.7890177830916 0.1994219885837 0.3606569315641 0.10536827184536 0.426829268292683 0.188365650969529 124
152 0 17.5 14 0.166666666666667 0.0555555555555556 0 0.333333333333333 0.444444444444444 0 0 0 0 0 0 0 0 9 1.8757295857854 0.20841439842056 0.44643451511798 0.08940434007187 0.75 0.172839506172839 125
87 0 17.5 136 0.0901713255184851 0.0694319206492336 0 0.229936880072137 0.579801623083859 0.018034265103697 0.00901713255184851 0 0 0 0.0036068530207394 0 0 32 6.8607518039454 0.21439849387324 0.43736522983134 0.097606394085774 0.396578538102644 0.1328125 126
72 0 17.5 138 0.10575296108291 0.0126903553299492 0 0.256345177664975 0.567258883248731 0.0423011844331641 0.00380710659898477 0 0 0 0.011844331641286 0 0 33 7.7416350514908 0.23459500156042 0.3673079395591 0.1240008865613 0.451901565995526 0.126721763085399 127
93 0 16.8846153846154 21 0.212121212121212 0.161616161616162 0 0.252525252525253 0.252525252525253 0.0202020202020202 0.0202020202020202 0.0202020202020202 0.0404040404040404 0 0 0 0.0202020202020202 10 2.43217193732077 0.243217193732077 0.625300052537577 0.0794673971010885 1 0.21 128
27 0 6.84210526315789 2375 0.0928051320249913 0.0695316419135643 0 0.18475898028366 0.61236185640667 0.0204764148792241 0.00723591201374215 0.00806439353632397 0.000478847118556466 0.000228022437407841 0.00336713132572245 0.000205220193667057 0.000486447866470061 181 44.0627728659263 0.243440734066053 0.521388605812947 0.0950448364382263 0.301715363801107 0.0724947345929611 129
17 0 16.1818181818182 12 0.163265306122449 0.0204081632653061 0 0.36734693877551 0.448979591836735 0 0 0 0 0 0 0 0 11 2.71819071319582 0.247108246654109 0.462059304120473 0.124279070959127 0.818181818181818 0.0991735537190083 130
76 0 17.1764705882353 43 0.0402193784277879 0 0 0.46617915904936 0.46800731261426 0.0237659963436929 0 0 0 0 0.00182815356489945 0 0 22 5.48630954580176 0.249377706627333 0.465361568436804 0.099850417682402 0.99609375 0.0888429752066116 131
71 0 17.5 161 0.0810900631439016 0.0495181123296776 0 0.207710202725158 0.635094715852443 0.0199401794616152 0.00398803589232303 0 0 0 0.00265869059488202 0 0 37 9.42064271146 0.2546119651746 0.44747622441682 0.12311360660034 0.32705389848247 0.117604090577064 132
53 0 17.5 122 0.121101871101871 0.0332640332640333 0 0.217775467775468 0.590956340956341 0.0280665280665281 0.00415800415800416 0 0 0 0.00467775467775468 0 0 32 8.221104422243 0.25690951319514 0.4256146651973 0.1256943949712 0.368513632365875 0.119140625 133
85 0 17.1764705882353 60 0.01338199513382 0 0 0.375912408759124 0.604622871046229 0.0048661800486618 0 0 0 0 0.00121654501216545 0 0 26 6.70866365993255 0.258025525382 0.30185556674 0.206890477131039 0.621730382293763 0.0887573964497041 134
43 0 17.5 153 0.0354239256678281 0 0 0.292392566782811 0.653600464576074 0.016260162601626 0 0 0 0 0.00232288037166086 0 0 41 10.616811794064 0.25894662912358 0.31950648377408 0.19535878174036 0.44735673034207 0.091017251635931 135
75 0 17.5 179 0.0840146602762898 0.0270651254581336 0 0.19847758669298 0.637158161826896 0.0405976881872004 0.00507471102340006 0 0 0 0.00761206653510008 0 0 42 10.90084245432 0.25954386795994 0.39547975424192 0.14724900537914 0.311504424778761 0.101473922902494 136
74 0 17.5 273 0.120993455277731 0.0434636684007384 0 0.1631146165464 0.6019466353415 0.0451418023158248 0.0107400570565531 0.00251720087262964 0 0 0.0120825641886223 0 0 50 13.08102897242 0.26162057944836 0.40572002585664 0.14839958584188 0.270978533593532 0.1092 137
78 0 17.5 225 0.118887015177066 0.0434232715008432 0 0.206998313659359 0.591273187183811 0.0259274873524452 0.0075885328836425 0 0 0 0.00590219224283305 0 0 44 12.045507105394 0.27376152512264 0.4376915340659 0.14917471832572 0.350089126559715 0.116219008264463 138
70 0 17.5 247 0.0652872920452957 0.0244652593317489 0 0.286453236404306 0.619460366279883 0.00377464001118412 0.000419404445687124 0 0 0 0.000139801481895708 0 0 52 14.488777620274 0.27863033885144 0.5150224686142 0.1184937348187 0.462423832092079 0.0913461538461538 139
83 0 17.5 281 0.0897523601039814 0.0302366944862498 0 0.193049664796826 0.659187303324668 0.0202490080722397 0.00369407579696265 0 0 0 0.00383089341907238 0 0 53 14.891416434 0.2809701213961 0.41121599183112 0.17318043551882 0.292860107928601 0.100035599857601 140
63 0 17.5 255 0.128021978021978 0.039010989010989 0 0.163003663003663 0.625457875457875 0.028021978021978 0.00659340659340659 0 0 0 0.00989010989010989 0 0 49 14.186669094416 0.28952385906978 0.4354962691835 0.17058337675476 0.260614934114202 0.106205747605165 141
52 0 17.5 152 0.0880709825829773 0.0131449227735787 0 0.254354255668748 0.623069339467631 0.0167597765363128 0.00164311534669734 0 0 0 0.00295760762405521 0 0 39 11.461245519366 0.29387809024018 0.39335372970966 0.18916689079854 0.408227848101266 0.0999342537804076 142
77 0 17.1764705882353 61 0.0753828032979976 0.0235571260306243 0 0.326266195524146 0.567726737338045 0.00353356890459364 0.00235571260306243 0 0 0 0.00117785630153121 0 0 24 7.1678115515649 0.29865881464849 0.531169637494 0.132579655473235 0.574688796680498 0.105902777777778 143
150 0 17.5 15 0.146341463414634 0.0487804878048781 0 0.329268292682927 0.475609756097561 0 0 0 0 0 0 0 0 10 2.9884648923034 0.29884648923036 0.55903425619482 0.12538797792076 0.692307692307692 0.15 144
39 0 17.5 328 0.0970149253731343 0.0291723202170963 0 0.182948891904116 0.655246494798734 0.0264586160108548 0.00305291723202171 0 0 0 0.00610583446404342 0 0 61 18.258524055456 0.29932006648286 0.47770151157424 0.15766421302794 0.279206212251941 0.0881483472184897 145
21 0 17.5 708 0.0262425883903082 0.00424566283580997 0 0.462887050728351 0.506148891003587 0.000439206500256204 0 0 0 0 3.6600541688017e-05 0 0 108 32.701401501426 0.30279075464276 0.45846283085822 0.13514390333392 0.914527442331333 0.0606995884773663 146
62 0 17.5 571 0.137610619469027 0.0548119469026549 0 0.177820796460177 0.59358407079646 0.0230641592920354 0.00707964601769911 0.000995575221238938 0 0 0.00503318584070796 0 0 72 21.8366379259 0.30328663785968 0.5061445039659 0.149906300072 0.299571375326127 0.110146604938272 147
84 0 16.622641509434 17 0.036697247706422 0 0 0.422018348623853 0.513761467889908 0.018348623853211 0 0 0 0 0.00917431192660551 0 0 13 3.94923795736113 0.303787535181679 0.362906704457679 0.23481517102634 0.821428571428571 0.100591715976331 148
124 0 17.5 6 0.166666666666667 0 0 0.333333333333333 0.5 0 0 0 0 0 0 0 0 7 2.1860064094118 0.312286629916 0.57656161903146 0.11408038807938 0.666666666666667 0.122448979591837 149
58 0 17.5 212 0.0958057395143488 0.0403973509933775 0 0.261810154525386 0.560264900662252 0.0298013245033113 0.00596026490066225 0 0 0 0.00596026490066225 0 0 45 14.878083337576 0.33062407416838 0.54514780911908 0.15900508620784 0.467297084318361 0.104691358024691 150
36 0 17.5 261 0.060848558055262 0.0351804318284765 0 0.166087875585082 0.710705118526348 0.0190246112033822 0.00407670240072475 0 0 0 0.00407670240072475 0 0 50 17.269411838364 0.34538823676722 0.45925853085572 0.22202875150484 0.23369449755683 0.1044 151
44 0 17.5 118 0.112737127371274 0.0292682926829268 0 0.188075880758808 0.643360433604336 0.0173441734417344 0.0043360433604336 0 0 0 0.0048780487804878 0 0 35 12.09265424088 0.3455044068825 0.4641274831325 0.21990350261764 0.292333614153328 0.0963265306122449 152
34 0 17.1555555555556 220 0.0526950232478044 0.0292750129154469 0 0.151885655243671 0.745479593593938 0.0177372137075943 0.00137764766660926 0 0 0 0.00154985362493542 0 0 56 19.3704710523111 0.345901268791178 0.606987948805089 0.150086258780822 0.203742203742204 0.0701530612244898 153
65 0 17.5 417 0.101285515434373 0.0537132563661672 0 0.162695488413985 0.645623515925653 0.0222713502006059 0.00917055596495537 0 0 0 0.00524031769426021 0 0 65 22.98069010692 0.35354907856806 0.56428487317958 0.17291839747236 0.251997463538364 0.098698224852071 154
48 0 17.5 418 0.115494522940149 0.0304810287347198 0 0.150738212414669 0.670582632163836 0.0189712652802032 0.00635021431973329 0.00166693125892999 0 0 0.00571519288775996 0 0 65 23.196105406884 0.35686316010572 0.48797616823318 0.22165287047444 0.224786931818182 0.0989349112426035 155
33 0 17.5 832 0.0279013344116458 0.00334276856719234 0 0.464671788650762 0.50370669901604 0.000242620299231702 8.08734330772341e-05 0 0 0 5.39156220514894e-05 0 0 112 40.09799210306 0.35801778663438 0.51216889570434 0.15982350354458 0.922504682900723 0.0663265306122449 156
56 0 17.5 165 0.0869047619047619 0.0354166666666667 0 0.195238095238095 0.657142857142857 0.019047619047619 0.00357142857142857 0 0 0 0.00267857142857143 0 0 44 16.028859436468 0.36429225991972 0.5594662413619 0.1860899290377 0.297101449275362 0.0852272727272727 157
73 0 17.1764705882353 71 0.0249569707401033 0 0 0.273666092943201 0.691910499139415 0.00860585197934595 0 0 0 0 0.000860585197934596 0 0 30 10.9376823307098 0.364589411023706 0.40652839478249 0.301680935385569 0.395522388059701 0.0788888888888889 158
66 0 17.5 118 0.0891181988742964 0.0379924953095685 0 0.184803001876173 0.646810506566604 0.0333020637898687 0.00375234521575985 0 0 0 0.00422138836772983 0 0 35 12.832852891834 0.36665293976686 0.62141618509884 0.15211547001368 0.285714285714286 0.0963265306122449 159
19 0 17.5 553 0.0977523539536296 0.03184165232358 0 0.178495494583376 0.667814113597246 0.0156930241976309 0.0040498126961628 0.00106307583274274 0 0 0.00329047281563228 0 0 75 27.529491108728 0.3670598814497 0.49322723643558 0.2303785802149 0.26728320194057 0.0983111111111111 160
41 0 17.5 553 0.0977523539536296 0.03184165232358 0 0.178495494583376 0.667814113597246 0.0156930241976309 0.0040498126961628 0.00106307583274274 0 0 0.00329047281563228 0 0 75 27.52985917084 0.36706478894464 0.49322707685306 0.23038897704368 0.26728320194057 0.0983111111111111 161
60 0 17.5 169 0.101958525345622 0.0264976958525346 0 0.246831797235023 0.602822580645161 0.0161290322580645 0.00345622119815668 0 0 0 0.00230414746543779 0 0 41 15.227192629964 0.37139494219422 0.53372618998296 0.2009471320162 0.409460105112279 0.100535395597858 162
80 0 17.1764705882353 82 0.128875968992248 0.0271317829457364 0 0.188953488372093 0.607558139534884 0.0310077519379845 0.00775193798449612 0 0 0 0.00872093023255814 0 0 29 10.8264158713176 0.373324685217804 0.514350271810039 0.222225842440392 0.311004784688995 0.0975029726516052 163
69 0 17.5 137 0.0645506419400856 0.0124821683309558 0 0.232524964336662 0.684736091298145 0.00463623395149786 0.000356633380884451 0 0 0 0.000713266761768902 0 0 41 15.44200432981 0.37663425194638 0.48852032267748 0.24708195952104 0.339583333333333 0.0814991076740036 164
64 0 17.5 102 0.036036036036036 0 0 0.323323323323323 0.631631631631632 0.00800800800800801 0 0 0 0 0.001001001001001 0 0 35 13.413778539272 0.3832508154078 0.45964455358122 0.28139249784332 0.51188589540412 0.083265306122449 165
51 0 17.1764705882353 58 0.114754098360656 0 0 0.19344262295082 0.524590163934426 0.121311475409836 0 0 0 0 0.0459016393442623 0 0 22 8.68173923173706 0.394624510533471 0.591971878192353 0.197277142874608 0.36875 0.119834710743802 166
42 0 16.622641509434 19 0.0588235294117647 0 0 0.288235294117647 0.652941176470588 0 0 0 0 0 0 0 0 15 6.10052995188887 0.406701996792547 0.544608651422113 0.249094391501755 0.441441441441441 0.0844444444444444 167
86 0 17.5 83 0.0865644724977457 0.0144274120829576 0 0.214607754733995 0.642019837691614 0.0306582506762849 0.0036068530207394 0 0 0 0.00811541929666366 0 0 31 12.744525962624 0.41111374072994 0.51131128158704 0.27237868415852 0.334269662921348 0.0863683662851197 168
82 0 17.5 169 0.0838406198118428 0.024349750968456 0 0.168511344770338 0.706696181516325 0.0118981737686774 0.00221361372440509 0 0 0 0.00249031543995573 0 0 41 17.041216266024 0.41563942112248 0.468438895157 0.3331402429436 0.238449490994518 0.100535395597858 169
59 0 16.8846153846154 25 0.0891089108910891 0 0 0.287128712871287 0.579207920792079 0.0346534653465347 0 0 0 0 0.0099009900990099 0 0 16 6.79598133368981 0.4247488333555 0.551616865648558 0.261632791836173 0.495726495726496 0.09765625 170
37 0 17.5 183 0.0550724637681159 0.012263099219621 0 0.164548494983278 0.752285395763657 0.0129319955406912 0.000891861761426979 0 0 0 0.0020066889632107 0 0 53 22.594827222288 0.42631749476022 0.52367557719674 0.28913110587242 0.218731475992887 0.0651477394090424 171
38 0 17.5 267 0.118329466357309 0.0363495746326373 0 0.152049497293117 0.659551430781129 0.0215003866976025 0.00556844547563805 0.00123743232791957 0 0 0.00541376643464811 0 0 56 23.972112402324 0.42807343575566 0.59519889944472 0.23523636226834 0.230534709193246 0.085140306122449 172
81 0 16.8846153846154 36 0 0 0 0.52212389380531 0.47787610619469 0 0 0 0 0 0 0 0 22 9.48378352971154 0.431081069532308 0.533095552886212 0.283726815799135 1.09259259259259 0.0743801652892562 173
50 0 16.8846153846154 28 0.07421875 0 0 0.23828125 0.65234375 0.03125 0 0 0 0 0.00390625 0 0 19 9.13961226670942 0.481032224563712 0.564387543781231 0.33813739161925 0.365269461077844 0.0775623268698061 174
49 0 17.1764705882353 61 0.0652680652680653 0 0 0.203962703962704 0.660839160839161 0.0606060606060606 0 0 0 0 0.00932400932400932 0 0 32 16.5956317053922 0.518613490793373 0.65633902926249 0.289070926678196 0.308641975308642 0.0595703125 175
55 0 17.5 98 0.0951480781348456 0.0359168241965974 0 0.124133585381222 0.712665406427221 0.0201638311279143 0.00630119722747322 0 0 0 0.0056710775047259 0 0 40 21.198705465092 0.52996763662736 0.6978873099844 0.25010151436572 0.174182139699381 0.06125 176
45 0 17.1764705882353 83 0.0909090909090909 0.0208012326656394 0 0.150231124807396 0.687211093990755 0.0408320493066256 0.00308166409861325 0 0 0 0.00693374422187982 0 0 36 19.1231583515588 0.531198843098725 0.710038771858725 0.250164669333118 0.218609865470852 0.0640432098765432 177
88 0 17.1764705882353 42 0.0578947368421053 0 0 0.215789473684211 0.710526315789474 0.0140350877192982 0 0 0 0 0.00175438596491228 0 0 27 17.1460204981373 0.635037796227294 0.695592672404078 0.462023864293588 0.303703703703704 0.0576131687242798 178
