w scaling repl L S1 S2 S3 S4 S5 D1 D2 D3 D4 D5 D6 D7 D8 S b bm bprod bpred compratio co prank
145 0 17.5 73 0.123809523809524 0.0408163265306122 0 0.352380952380952 0.482993197278912 0 0 0 0 0 0 0 0 29 1.5352024629276 0.052938015963008 0.22383130451802 0.025595089794204 0.729577464788732 0.0868014268727705 38
161 0 17.5 67 0.0597222222222222 0.0430555555555556 0 0.490277777777778 0.406944444444444 0 0 0 0 0 0 0 0 25 1.3246154035668 0.052984616142648 0.18825908658894 0.027218050343358 1.20477815699659 0.1072 39
115 0 17.5 52 0.245742092457421 0.0827250608272506 0 0.311435523114355 0.360097323600973 0 0 0 0 0 0 0 0 19 1.0078599838856 0.053045262309784 0.30078599839572 0.023899293358506 0.864864864864865 0.14404432132964 40
102 0 17.5 34 0.164021164021164 0.0105820105820106 0 0.476190476190476 0.349206349206349 0 0 0 0 0 0 0 0 24 1.2848016824916 0.05353340343713 0.18068849691396 0.028102384741768 1.36363636363636 0.0590277777777778 41
105 0 17.5 52 0.131634819532909 0.116772823779193 0 0.365180467091295 0.386411889596603 0 0 0 0 0 0 0 0 14 0.7607539719426 0.054339569424472 0.21806979780692 0.027051198027392 0.945054945054945 0.26530612244898 42
104 0 17.5 51 0.134782608695652 0.11304347826087 0 0.371739130434783 0.380434782608696 0 0 0 0 0 0 0 0 14 0.76089957047486 0.054349969319642 0.2180966411865 0.027058857341828 0.977142857142857 0.260204081632653 43
171 0 17.5 18 0.125 0 0 0.575 0.3 0 0 0 0 0 0 0 0 18 0.993173603697 0.055176311316474 0.18894623835252 0.028422325909266 1.91666666666667 0.0555555555555556 44
9 0 17.1764705882353 79 0.0753186558516802 0.0139049826187717 0 0.476245654692932 0.434530706836616 0 0 0 0 0 0 0 0 37 2.07379809367294 0.0560485971263157 0.253158160080412 0.0252502279147333 1.096 0.0577063550036523 45
126 0 17.5 46 0.134285714285714 0.0314285714285714 0 0.325714285714286 0.508571428571429 0 0 0 0 0 0 0 0 25 1.4097804550714 0.05639121820286 0.20181932539274 0.028690626357134 0.640449438202247 0.0736 46
162 0 17.5 23 0.217391304347826 0.0434782608695652 0 0.355072463768116 0.384057971014493 0 0 0 0 0 0 0 0 12 0.67893999273384 0.056578332727818 0.19082299614744 0.029729400043896 0.924528301886793 0.159722222222222 47
31 0 17.5 221 0.1869130566495 0.0675552862768858 0 0.407755225689185 0.327779460769464 0.00302938503483793 0.00605877006967586 0 0 0 0.000908815510451378 0 0 48 2.78415549349 0.058003239447722 0.30839935938922 0.022232365170368 1.24399260628466 0.0959201388888889 48
169 0 17.5 39 0.10126582278481 0 0 0.54746835443038 0.35126582278481 0 0 0 0 0 0 0 0 22 1.2972113952892 0.058964154331338 0.1815440240296 0.031724183287282 1.55855855855856 0.0805785123966942 49
144 0 17.5 32 0.180904522613065 0.0150753768844221 0 0.442211055276382 0.361809045226131 0 0 0 0 0 0 0 0 22 1.3085229730202 0.059478316955444 0.18285244378614 0.032061844326408 1.22222222222222 0.0661157024793388 50
22 0 17.1764705882353 72 0.137380191693291 0.0335463258785942 0 0.519169329073482 0.297124600638978 0.00958466453674121 0.00159744408945687 0 0 0 0.00159744408945687 0 0 33 2.02184293284451 0.061267967661951 0.233397739481196 0.0305305084085118 1.74731182795699 0.0661157024793388 51
99 0 17.5 39 0.177165354330709 0.0433070866141732 0 0.381889763779528 0.397637795275591 0 0 0 0 0 0 0 0 22 1.355348985738 0.061606772079024 0.19044653684718 0.03297571324167 0.96039603960396 0.0805785123966942 52
100 0 17.5 49 0.0864197530864197 0.00617283950617284 0 0.694444444444444 0.212962962962963 0 0 0 0 0 0 0 0 45 2.7851650125226 0.061892555833824 0.24701034831166 0.027791909851068 3.26086956521739 0.0241975308641975 53
156 0 17.5 29 0.169590643274854 0.0233918128654971 0 0.473684210526316 0.333333333333333 0 0 0 0 0 0 0 0 21 1.3165856009062 0.062694552424106 0.26584130629518 0.028836760112262 1.42105263157895 0.0657596371882086 54
136 0 17.5 70 0.146067415730337 0.00642054574638844 0 0.523274478330658 0.324237560192616 0 0 0 0 0 0 0 0 33 2.0931137024398 0.063427687952718 0.26378534681812 0.027649534583894 1.61386138613861 0.0642791551882461 55
8 0 16.8846153846154 22 0.155737704918033 0.122950819672131 0 0.262295081967213 0.459016393442623 0 0 0 0 0 0 0 0 10 0.647193408033346 0.0647193408033346 0.181555566679481 0.0355102843342981 0.571428571428571 0.22 56
97 0 17.5 39 0.0921501706484642 0.0068259385665529 0 0.549488054607508 0.351535836177474 0 0 0 0 0 0 0 0 25 1.6321034556918 0.065284138227682 0.45191067979172 0.012562337105306 1.5631067961165 0.0624 57
168 0 17.5 16 0.142857142857143 0.043956043956044 0 0.395604395604396 0.417582417582418 0 0 0 0 0 0 0 0 10 0.6607598537252 0.06607598537252 0.1854154104844 0.03624112909456 0.947368421052632 0.16 58
106 0 17.5 52 0.0355140186915888 0.0224299065420561 0 0.728971962616822 0.213084112149533 0 0 0 0 0 0 0 0 33 2.1822382062444 0.06612843049227 0.26130269434666 0.031275883375418 3.42105263157895 0.0477502295684114 59
160 0 17.5 14 0.178082191780822 0.0547945205479452 0 0.246575342465753 0.520547945205479 0 0 0 0 0 0 0 0 10 0.6634847005143 0.06634847005143 0.18606998664252 0.036418090903668 0.473684210526316 0.14 60
10 0 16.3888888888889 14 0.132352941176471 0.0441176470588235 0 0.411764705882353 0.411764705882353 0 0 0 0 0 0 0 0 10 0.67107584087137 0.067107584087137 0.192422200646167 0.0357789299473759 1 0.14 61
174 0 17.5 12 0.159090909090909 0.0681818181818182 0 0.409090909090909 0.363636363636364 0 0 0 0 0 0 0 0 10 0.6974138435833 0.06974138435833 0.1988196181138 0.03747182591946 1.125 0.12 62
1 0 16.3888888888889 18 0.174311926605505 0.036697247706422 0 0.403669724770642 0.385321100917431 0 0 0 0 0 0 0 0 9 0.645083928338222 0.0716759920375796 0.180002301358241 0.040725617945963 1.04761904761905 0.222222222222222 63
170 0 17.5 13 0.2 0.0888888888888889 0 0.333333333333333 0.377777777777778 0 0 0 0 0 0 0 0 10 0.72809463863624 0.072809463863624 0.20700343078116 0.039260972134246 0.882352941176471 0.13 64
146 0 17.5 34 0.157676348547718 0.012448132780083 0 0.448132780082988 0.381742738589212 0 0 0 0 0 0 0 0 20 1.458457443917 0.072922872195868 0.32256760035644 0.028867920167542 1.17391304347826 0.085 65
15 0 16.8846153846154 36 0.092 0.06 0 0.376 0.472 0 0 0 0 0 0 0 0 19 1.3866970014575 0.0729840527082769 0.197568434251981 0.0397615509632673 0.796610169491526 0.0997229916897507 66
178 0 20.5 138 0.102040816326531 0.0220628792057363 0 0.411472697186983 0.46442360728075 0 0 0 0 0 0 0 0 48 3.506180031144 0.0730454173154975 0.238799454763975 0.0347944855966175 0.885985748218527 0.0598958333333333 67
79 0 16.8846153846154 23 0.181818181818182 0.0757575757575758 0 0.21969696969697 0.522727272727273 0 0 0 0 0 0 0 0 14 1.02364602102904 0.0731175729306135 0.191603942993308 0.0408031083680654 0.420289855072464 0.11734693877551 68
137 0 17.5 11 0.0625 0.0625 0 0.520833333333333 0.354166666666667 0 0 0 0 0 0 0 0 9 0.66406374920092 0.07378486102233 0.18728109237884 0.041357366349032 1.47058823529412 0.135802469135802 69
117 0 17.5 41 0.191126279863481 0.0238907849829352 0 0.426621160409556 0.358361774744027 0 0 0 0 0 0 0 0 21 1.57139720841 0.074828438495736 0.24029947042502 0.035894078041794 1.19047619047619 0.0929705215419501 70
14 0 16.8846153846154 23 0.0382165605095541 0.0700636942675159 0 0.286624203821656 0.605095541401274 0 0 0 0 0 0 0 0 13 0.974532892721962 0.0749640686709096 0.184092927073135 0.0422254111502385 0.473684210526316 0.136094674556213 71
94 0 17.5 59 0.146868250539957 0.0669546436285097 0 0.382289416846652 0.403887688984881 0 0 0 0 0 0 0 0 28 2.1097244430948 0.075347301539098 0.19888848684156 0.04165425100204 0.946524064171123 0.0752551020408163 72
24 0 16.8846153846154 26 0.106598984771574 0.0203045685279188 0 0.314720812182741 0.558375634517767 0 0 0 0 0 0 0 0 13 0.984437792671269 0.0757259840516365 0.186668271607712 0.0424432977848192 0.563636363636364 0.153846153846154 73
122 0 17.5 20 0.213592233009709 0.029126213592233 0 0.349514563106796 0.407766990291262 0 0 0 0 0 0 0 0 13 0.99111254923174 0.076239426863976 0.18479835415926 0.043671748675412 0.857142857142857 0.118343195266272 74
153 0 17.5 17 0.157142857142857 0.0428571428571429 0 0.414285714285714 0.385714285714286 0 0 0 0 0 0 0 0 14 1.068510965605 0.076322211828962 0.20358121450142 0.041615211100128 1.07407407407407 0.086734693877551 75
134 0 17.5 66 0.0998439937597504 0.0109204368174727 0 0.489859594383775 0.399375975039002 0 0 0 0 0 0 0 0 30 2.2940862493428 0.076469541644738 0.23083291402396 0.037878698549942 1.2265625 0.0733333333333333 76
113 0 17.5 26 0.115151515151515 0.0606060606060606 0 0.448484848484848 0.375757575757576 0 0 0 0 0 0 0 0 13 0.99677614579624 0.076675088138174 0.30115836532702 0.03585994683111 1.19354838709677 0.153846153846154 77
176 0 17.5 17 0.12280701754386 0.0175438596491228 0 0.552631578947368 0.307017543859649 0 0 0 0 0 0 0 0 11 0.85728937013574 0.077935397285076 0.25432979515262 0.03873664220339 1.8 0.140495867768595 78
35 0 16.8846153846154 29 0.104347826086957 0.0434782608695652 0 0.273913043478261 0.578260869565217 0 0 0 0 0 0 0 0 13 1.01403538251558 0.0780027217319077 0.19311544148875 0.0434689058048346 0.473684210526316 0.171597633136095 79
177 0 17.5 39 0.160142348754448 0.0854092526690391 0 0.330960854092527 0.423487544483986 0 0 0 0 0 0 0 0 17 1.336659177839 0.078627010461114 0.18721741115176 0.04521457947938 0.781512605042017 0.134948096885813 80
154 0 17.5 24 0.175182481751825 0.0948905109489051 0 0.233576642335766 0.496350364963504 0 0 0 0 0 0 0 0 13 1.0500045685218 0.080769582194002 0.19750805414402 0.045748040609004 0.470588235294118 0.142011834319527 81
123 0 17.5 20 0.145299145299145 0.0341880341880342 0 0.324786324786325 0.495726495726496 0 0 0 0 0 0 0 0 12 0.99088503339072 0.082573752782556 0.18468356218868 0.048537149647176 0.655172413793103 0.138888888888889 82
92 0 17.1764705882353 30 0.167701863354037 0.0496894409937888 0 0.459627329192547 0.322981366459627 0 0 0 0 0 0 0 0 19 1.57786231871235 0.0830453851953686 0.367421066248235 0.0297249449979647 1.42307692307692 0.0831024930747922 83
6 0 17.5 133 0.129542790152403 0.15767878077374 0 0.386283704572098 0.326494724501758 0 0 0 0 0 0 0 0 23 1.9124654468896 0.083150671603874 0.28694913479114 0.040245731985492 1.18312387791741 0.251417769376181 84
166 0 17.5 42 0.121518987341772 0.0278481012658228 0 0.435443037974684 0.415189873417722 0 0 0 0 0 0 0 0 16 1.3304475520186 0.083152972001224 0.18659971286976 0.048670725045032 1.04878048780488 0.1640625 85
141 0 17.5 43 0.0627450980392157 0 0 0.445098039215686 0.492156862745098 0 0 0 0 0 0 0 0 16 1.3329363921238 0.08330852450772 0.60062934042542 0.0094055508051982 0.904382470119522 0.16796875 86
138 0 17.5 13 0.163934426229508 0.0163934426229508 0 0.409836065573771 0.409836065573771 0 0 0 0 0 0 0 0 12 1.01158820096132 0.084299016746788 0.19215167129522 0.04834813189732 1 0.0902777777777778 87
148 0 17.5 32 0.203296703296703 0.0824175824175824 0 0.373626373626374 0.340659340659341 0 0 0 0 0 0 0 0 16 1.4065868843146 0.087911680269592 0.30818620420466 0.03707909782304 1.09677419354839 0.125 88
165 0 17.5 20 0.149606299212598 0.047244094488189 0 0.535433070866142 0.267716535433071 0 0 0 0 0 0 0 0 12 1.1844851693204 0.098707097443396 0.40301748176158 0.03784502057974 2 0.138888888888889 89
139 0 17.5 75 0.116851168511685 0.103321033210332 0 0.338253382533825 0.441574415744157 0 0 0 0 0 0 0 0 18 1.8054808126668 0.10030448959256 0.2150426731738 0.05617441898444 0.766016713091922 0.231481481481481 90
16 0 16.622641509434 17 0.0853658536585366 0.0365853658536585 0 0.475609756097561 0.402439024390244 0 0 0 0 0 0 0 0 14 1.40661928915679 0.100472806368406 0.199200200373472 0.060981848766317 1.18181818181818 0.086734693877551 91
11 0 16.622641509434 20 0.130434782608696 0.0173913043478261 0 0.347826086956522 0.504347826086956 0 0 0 0 0 0 0 0 14 1.47066969273849 0.105047835195485 0.210188302714453 0.0629916481879642 0.689655172413793 0.102040816326531 92
118 0 17.5 29 0.131979695431472 0.106598984771574 0 0.350253807106599 0.411167512690355 0 0 0 0 0 0 0 0 12 1.285264738943 0.1071053949119 0.25911068258474 0.05643696568764 0.851851851851852 0.201388888888889 93
3 0 17.1764705882353 59 0.129593810444874 0.0502901353965184 0 0.388781431334623 0.404255319148936 0.00386847195357834 0.00773694390715667 0.00773694390715667 0.00386847195357834 0 0 0 0.00386847195357834 22 2.41021216674961 0.109555098488647 0.305276656967039 0.0519899342302373 0.961722488038278 0.121900826446281 94
4 0 15.4262295081967 5 0.125 0 0 0.4375 0.4375 0 0 0 0 0 0 0 0 6 0.662304379853623 0.110384063308951 0.185729407949541 0.0727113909886639 1 0.138888888888889 95
158 0 17.5 70 0.11781206171108 0.0210378681626928 0 0.44039270687237 0.420757363253857 0 0 0 0 0 0 0 0 27 3.0496238688156 0.11294903217832 0.51646064310822 0.021241847876116 1.04666666666667 0.0960219478737997 96
91 0 16.8846153846154 26 0.142857142857143 0 0 0.444444444444444 0.412698412698413 0 0 0 0 0 0 0 0 15 1.77124831337115 0.118083220891423 0.41141776146025 0.0447495857492827 1.07692307692308 0.115555555555556 97
25 0 15.2222222222222 1510 0.133581659211695 0.0440129046335115 0.0012156538815205 0.349671929305051 0.378894378380063 0.00635880491872263 0.00615619593846921 0.0415815968704705 0.0182348082228075 0.00271184327416112 0.00204167510870751 0.00174555429141405 0.0137929959634057 156 18.6286918559089 0.119414691384022 0.549372780091378 0.02536135947924 0.92287441898729 0.0620479947403024 98
129 0 17.5 22 0.13953488372093 0.00775193798449612 0 0.403100775193798 0.449612403100775 0 0 0 0 0 0 0 0 15 1.8196572898418 0.1213104859895 0.30253129892132 0.055412008559672 0.896551724137931 0.0977777777777778 99
13 0 16 10 0.125 0 0 0.333333333333333 0.541666666666667 0 0 0 0 0 0 0 0 8 1.00414254698314 0.125517818372946 0.187761293366589 0.0881717333767625 0.615384615384615 0.15625 100
149 0 17.5 32 0.20627802690583 0.0224215246636771 0 0.349775784753363 0.42152466367713 0 0 0 0 0 0 0 0 17 2.1530648185576 0.12665087167998 0.26340764716654 0.069668881893804 0.829787234042553 0.110726643598616 101
114 0 17.5 15 0.111111111111111 0.0493827160493827 0 0.555555555555556 0.283950617283951 0 0 0 0 0 0 0 0 11 1.4063653400252 0.12785139454778 0.28253284805598 0.069845849482148 1.95652173913044 0.12396694214876 102
173 0 17.5 19 0.204081632653061 0.0612244897959184 0 0.316326530612245 0.418367346938776 0 0 0 0 0 0 0 0 12 1.5469737049892 0.12891447541564 0.34663510171406 0.05634093331626 0.75609756097561 0.131944444444444 103
133 0 17.5 22 0.24468085106383 0.0531914893617021 0 0.340425531914894 0.361702127659574 0 0 0 0 0 0 0 0 18 2.4409522642884 0.13560845912716 0.29844321300284 0.072979707636448 0.941176470588235 0.0679012345679012 104
2 0 15.5932203389831 6 0.153846153846154 0 0 0.384615384615385 0.461538461538462 0 0 0 0 0 0 0 0 5 0.682421042666508 0.136484208533356 0.191595027457763 0.0997436625836576 0.833333333333333 0.24 105
89 0 17.1764705882353 41 0.0778443113772455 0.0179640718562874 0 0.368263473053892 0.535928143712575 0 0 0 0 0 0 0 0 27 3.71966519226039 0.137765377491157 0.301182721443373 0.0689580747744098 0.687150837988827 0.056241426611797 106
157 0 17.5 25 0.127388535031847 0.0445859872611465 0 0.439490445859873 0.388535031847134 0 0 0 0 0 0 0 0 15 2.116649153201 0.14110994354676 0.3373807314773 0.069738747935618 1.13114754098361 0.111111111111111 107
167 0 17.5 32 0.15668202764977 0.0230414746543779 0 0.423963133640553 0.3963133640553 0 0 0 0 0 0 0 0 18 2.563710366351 0.14242835368618 0.46532717260954 0.050171548279508 1.06976744186047 0.0987654320987654 108
5 0 16.8846153846154 27 0.166666666666667 0.287878787878788 0 0.204545454545455 0.340909090909091 0 0 0 0 0 0 0 0 9 1.31581409298 0.14620156588675 0.458544793598212 0.0569606436833865 0.6 0.333333333333333 109
107 0 17.5 27 0.164893617021277 0.0585106382978723 0 0.335106382978723 0.441489361702128 0 0 0 0 0 0 0 0 12 1.8305190948838 0.152543257907 0.28966436526052 0.083982704230194 0.759036144578313 0.1875 110
68 0 16.622641509434 20 0.137931034482759 0 0 0.448275862068966 0.413793103448276 0 0 0 0 0 0 0 0 14 2.14447554347509 0.153176824533887 0.344044876776585 0.0768296036368 1.08333333333333 0.102040816326531 111
98 0 17.5 60 0.120654396728016 0.0245398773006135 0 0.392638036809816 0.462167689161554 0 0 0 0 0 0 0 0 34 5.2401270356962 0.15412138340284 0.4490284844251 0.047954827034828 0.849557522123894 0.0519031141868512 112
40 0 17.5 121 0.0349075975359343 0.0398357289527721 0 0.1782340862423 0.713347022587269 0.0242299794661191 0.00492813141683778 0.00123203285420945 0 0 0.00328542094455852 0 0 30 4.6441437155862 0.15480479051956 0.55769743917616 0.03218528875448 0.249856073690271 0.134444444444444 113
163 0 17.5 49 0.186708860759494 0.0474683544303797 0 0.294303797468354 0.471518987341772 0 0 0 0 0 0 0 0 27 4.2239007412622 0.15644076819488 0.36469718909762 0.06875385413062 0.624161073825503 0.0672153635116598 114
132 0 17.5 19 0.172043010752688 0.161290322580645 0 0.268817204301075 0.397849462365591 0 0 0 0 0 0 0 0 9 1.4518652441294 0.16131836045876 0.32756362906494 0.078195726155722 0.675675675675676 0.234567901234568 115
116 0 17.5 44 0.20125786163522 0.119496855345912 0 0.264150943396226 0.415094339622642 0 0 0 0 0 0 0 0 16 2.6573985943104 0.16608741214442 0.33572021142792 0.088981594288218 0.636363636363636 0.171875 116
142 0 17.5 18 0.137614678899083 0.073394495412844 0 0.238532110091743 0.55045871559633 0 0 0 0 0 0 0 0 10 1.6833685748422 0.16833685748422 0.37270842216118 0.080749044051258 0.433333333333333 0.18 117
54 0 17.1764705882353 57 0.0918220946915352 0.0129124820659971 0 0.309899569583931 0.568149210903874 0.0129124820659971 0.00143472022955524 0 0 0 0.00286944045911047 0 0 22 3.84852012005137 0.174932732729627 0.33398038803198 0.0840483582711098 0.545454545454545 0.117768595041322 118
