w scaling repl L S1 S2 S3 S4 S5 D1 D2 D3 D4 D5 D6 D7 D8 S b bm bprod bpred compratio co prank
26 2 17.5 113 0.0797665369649805 0.0291828793774319 0 0.405642023346304 0.485408560311284 0 0 0 0 0 0 0 0 75 4.3056579168854 0.05740877222516 0.29940595699096 0.028513585984454 0.835671342685371 0.0200888888888889 47
31 2 17.5 221 0.1869130566495 0.0675552862768858 0 0.407755225689185 0.327779460769464 0.00302938503483793 0.00605877006967586 0 0 0 0.000908815510451378 0 0 48 2.7687369456794 0.057682019701646 0.24494374690048 0.030930344387536 1.24399260628466 0.0959201388888889 48
8 2 16.8846153846154 22 0.155737704918033 0.122950819672131 0 0.262295081967213 0.459016393442623 0 0 0 0 0 0 0 0 10 0.579895988734115 0.0579895988734115 0.121864686453808 0.0420208269783038 0.571428571428571 0.22 49
160 2 17.5 14 0.178082191780822 0.0547945205479452 0 0.246575342465753 0.520547945205479 0 0 0 0 0 0 0 0 10 0.5957399692781 0.05957399692781 0.12429175499468 0.04339455741108 0.473684210526316 0.14 50
10 2 16.622641509434 14 0.132352941176471 0.0441176470588235 0 0.411764705882353 0.411764705882353 0 0 0 0 0 0 0 0 10 0.605924631417604 0.0605924631417604 0.131812952114623 0.0427873408985509 1 0.14 51
106 2 17.5 52 0.0355140186915888 0.0224299065420561 0 0.728971962616822 0.213084112149533 0 0 0 0 0 0 0 0 33 2.0831013270672 0.063124282638408 0.18521030186564 0.041323207776414 3.42105263157895 0.0477502295684114 52
1 2 16.622641509434 18 0.174311926605505 0.036697247706422 0 0.403669724770642 0.385321100917431 0 0 0 0 0 0 0 0 9 0.578088656555566 0.0642320729506207 0.120774404098943 0.0480771211939472 1.04761904761905 0.222222222222222 53
100 2 17.5 49 0.0864197530864197 0.00617283950617284 0 0.694444444444444 0.212962962962963 0 0 0 0 0 0 0 0 45 2.8949627218878 0.064332504930848 0.2238129730471 0.034954523962074 3.26086956521739 0.0241975308641975 54
97 2 17.5 39 0.0921501706484642 0.0068259385665529 0 0.549488054607508 0.351535836177474 0 0 0 0 0 0 0 0 25 1.6147709658668 0.064590838634686 0.3705831483695 0.022864614579922 1.5631067961165 0.0624 55
137 2 17.5 11 0.0625 0.0625 0 0.520833333333333 0.354166666666667 0 0 0 0 0 0 0 0 9 0.59696934483466 0.066329927203852 0.12546506668386 0.049434173066724 1.47058823529412 0.135802469135802 56
156 2 17.5 29 0.169590643274854 0.0233918128654971 0 0.473684210526316 0.333333333333333 0 0 0 0 0 0 0 0 21 1.4206973873734 0.06765225654158 0.21827420936138 0.042548597738292 1.42105263157895 0.0657596371882086 57
14 2 16.8846153846154 23 0.0382165605095541 0.0700636942675159 0 0.286624203821656 0.605095541401274 0 0 0 0 0 0 0 0 13 0.879797035953904 0.067676695073375 0.125119668411154 0.0504438030720615 0.473684210526316 0.136094674556213 58
115 2 17.5 52 0.245742092457421 0.0827250608272506 0 0.311435523114355 0.360097323600973 0 0 0 0 0 0 0 0 19 1.3040210369194 0.068632686153622 0.28562083017234 0.043104669210242 0.864864864864865 0.14404432132964 59
94 2 17.5 59 0.146868250539957 0.0669546436285097 0 0.382289416846652 0.403887688984881 0 0 0 0 0 0 0 0 28 1.9422670026602 0.069366678666422 0.1356971233417 0.051276557391346 0.946524064171123 0.0752551020408163 60
24 2 17.1764705882353 26 0.106598984771574 0.0203045685279188 0 0.314720812182741 0.558375634517767 0 0 0 0 0 0 0 0 13 0.915433478167392 0.0704179598590255 0.130610854981373 0.0523600913223392 0.563636363636364 0.153846153846154 61
136 2 17.5 70 0.146067415730337 0.00642054574638844 0 0.523274478330658 0.324237560192616 0 0 0 0 0 0 0 0 33 2.3255805384446 0.07047213752862 0.25488516353754 0.037541240027018 1.61386138613861 0.0642791551882461 62
99 2 17.5 39 0.177165354330709 0.0433070866141732 0 0.381889763779528 0.397637795275591 0 0 0 0 0 0 0 0 22 1.5882256602806 0.072192075467276 0.16682433544234 0.051162684361712 0.96039603960396 0.0805785123966942 63
122 2 17.5 20 0.213592233009709 0.029126213592233 0 0.349514563106796 0.407766990291262 0 0 0 0 0 0 0 0 13 0.9970912321913 0.076699325553198 0.13624463509132 0.058835732691744 0.857142857142857 0.118343195266272 64
162 2 17.5 23 0.217391304347826 0.0434782608695652 0 0.355072463768116 0.384057971014493 0 0 0 0 0 0 0 0 12 0.92974857769428 0.07747904814119 0.19305792848362 0.054363272072696 0.924528301886793 0.159722222222222 65
178 2 20.5 138 0.102040816326531 0.0220628792057363 0 0.411472697186983 0.46442360728075 0 0 0 0 0 0 0 0 48 3.8368387577835 0.0799341407871725 0.2072897172931 0.050544392362735 0.885985748218527 0.0598958333333333 66
15 2 17.1764705882353 36 0.092 0.06 0 0.376 0.472 0 0 0 0 0 0 0 0 19 1.52383092677765 0.0802016277251608 0.167591155945569 0.0568977535330431 0.796610169491526 0.0997229916897507 67
174 2 17.5 12 0.159090909090909 0.0681818181818182 0 0.409090909090909 0.363636363636364 0 0 0 0 0 0 0 0 10 0.80626634188454 0.080626634188454 0.17488481787728 0.057062088266262 1.125 0.12 68
138 2 17.5 13 0.163934426229508 0.0163934426229508 0 0.409836065573771 0.409836065573771 0 0 0 0 0 0 0 0 12 0.97251372457366 0.08104281038114 0.13703902330096 0.062377406074514 1 0.0902777777777778 69
141 2 17.5 43 0.0627450980392157 0 0 0.445098039215686 0.492156862745098 0 0 0 0 0 0 0 0 16 1.3471606244492 0.084197539028072 0.49881433304418 0.024966568454326 0.904382470119522 0.16796875 70
146 2 17.5 34 0.157676348547718 0.012448132780083 0 0.448132780082988 0.381742738589212 0 0 0 0 0 0 0 0 20 1.7030446736286 0.085152233681428 0.3493831948221 0.03852324053896 1.17391304347826 0.085 71
177 2 17.5 39 0.160142348754448 0.0854092526690391 0 0.330960854092527 0.423487544483986 0 0 0 0 0 0 0 0 17 1.463838024826 0.086108119107434 0.15026861114748 0.066366429248968 0.781512605042017 0.134948096885813 72
6 2 17.5 133 0.129542790152403 0.15767878077374 0 0.386283704572098 0.326494724501758 0 0 0 0 0 0 0 0 23 2.0013036529068 0.0870132023003 0.2311583426314 0.056666856967432 1.18312387791741 0.251417769376181 73
148 2 17.5 32 0.203296703296703 0.0824175824175824 0 0.373626373626374 0.340659340659341 0 0 0 0 0 0 0 0 16 1.4004068900968 0.08752543063103 0.2403113069401 0.052267151482774 1.09677419354839 0.125 74
166 2 17.5 42 0.121518987341772 0.0278481012658228 0 0.435443037974684 0.415189873417722 0 0 0 0 0 0 0 0 16 1.4280897911048 0.089255611944022 0.1453643374935 0.070552703427514 1.04878048780488 0.1640625 75
113 2 17.5 26 0.115151515151515 0.0606060606060606 0 0.448484848484848 0.375757575757576 0 0 0 0 0 0 0 0 13 1.1671639950736 0.089781845774898 0.26658251509078 0.057636269535648 1.19354838709677 0.153846153846154 76
176 2 17.5 17 0.12280701754386 0.0175438596491228 0 0.552631578947368 0.307017543859649 0 0 0 0 0 0 0 0 11 1.0170359254052 0.092457811400436 0.2395811511352 0.059763735903818 1.8 0.140495867768595 77
117 2 17.5 41 0.191126279863481 0.0238907849829352 0 0.426621160409556 0.358361774744027 0 0 0 0 0 0 0 0 21 2.084521677376 0.099262937017908 0.27339934172688 0.058289665321676 1.19047619047619 0.0929705215419501 78
139 2 17.5 75 0.116851168511685 0.103321033210332 0 0.338253382533825 0.441574415744157 0 0 0 0 0 0 0 0 18 1.791440539713 0.099524474428516 0.1606043210363 0.07603222573323 0.766016713091922 0.231481481481481 79
165 2 17.5 20 0.149606299212598 0.047244094488189 0 0.535433070866142 0.267716535433071 0 0 0 0 0 0 0 0 12 1.2011929728752 0.1000994144062 0.2968349848503 0.06075230031741 2 0.138888888888889 80
118 2 17.5 29 0.131979695431472 0.106598984771574 0 0.350253807106599 0.411167512690355 0 0 0 0 0 0 0 0 12 1.272001098665 0.10600009155524 0.1989959426414 0.075001474526598 0.851851851851852 0.201388888888889 81
11 2 16.8846153846154 20 0.130434782608696 0.0173913043478261 0 0.347826086956522 0.504347826086956 0 0 0 0 0 0 0 0 14 1.53254997047904 0.109467855034154 0.15795205548575 0.0900741748535962 0.689655172413793 0.102040816326531 82
92 2 17.1764705882353 30 0.167701863354037 0.0496894409937888 0 0.459627329192547 0.322981366459627 0 0 0 0 0 0 0 0 19 2.08556117348216 0.109766377551706 0.369844067039157 0.0610018107728039 1.42307692307692 0.0831024930747922 83
3 2 17.5 59 0.129593810444874 0.0502901353965184 0 0.388781431334623 0.404255319148936 0.00386847195357834 0.00773694390715667 0.00773694390715667 0.00386847195357834 0 0 0 0.00386847195357834 22 2.4241654121084 0.11018933691406 0.23123925102108 0.074586421000172 0.961722488038278 0.121900826446281 84
4 2 15.5 5 0.125 0 0 0.4375 0.4375 0 0 0 0 0 0 0 0 6 0.673613478119033 0.112268913019883 0.13808782807715 0.09935945549116 1 0.138888888888889 85
158 2 17.5 70 0.11781206171108 0.0210378681626928 0 0.44039270687237 0.420757363253857 0 0 0 0 0 0 0 0 27 3.033162932685 0.11233936787724 0.42253415267422 0.04184055315063 1.04666666666667 0.0960219478737997 86
170 2 17.5 13 0.2 0.0888888888888889 0 0.333333333333333 0.377777777777778 0 0 0 0 0 0 0 0 10 1.1281742111132 0.11281742111132 0.24072058276802 0.080841630697126 0.882352941176471 0.13 87
90 2 17.1764705882353 32 0.135021097046413 0.029535864978903 0 0.430379746835443 0.40506329113924 0 0 0 0 0 0 0 0 17 1.95951370554412 0.115265512090843 0.502537800443471 0.0636292069771725 1.0625 0.110726643598616 88
168 2 17.5 16 0.142857142857143 0.043956043956044 0 0.395604395604396 0.417582417582418 0 0 0 0 0 0 0 0 10 1.1797601179354 0.11797601179354 0.24091355988004 0.087241624771878 0.947368421052632 0.16 89
25 2 15.2222222222222 1510 0.133581659211695 0.0440129046335115 0.0012156538815205 0.349671929305051 0.378894378380063 0.00635880491872263 0.00615619593846921 0.0415815968704705 0.0182348082228075 0.00271184327416112 0.00204167510870751 0.00174555429141405 0.0137929959634057 156 18.9341365057022 0.121372669908444 0.488654513633333 0.0410297665935378 0.92287441898729 0.0620479947403024 90
134 2 17.5 66 0.0998439937597504 0.0109204368174727 0 0.489859594383775 0.399375975039002 0 0 0 0 0 0 0 0 30 3.811807836443 0.12706026121474 0.30300206605798 0.083074810003994 1.2265625 0.0733333333333333 91
129 2 17.5 22 0.13953488372093 0.00775193798449612 0 0.403100775193798 0.449612403100775 0 0 0 0 0 0 0 0 15 1.9560466292352 0.13040310861574 0.24517926997862 0.08866632266557 0.896551724137931 0.0977777777777778 92
91 2 17.1764705882353 26 0.142857142857143 0 0 0.444444444444444 0.412698412698413 0 0 0 0 0 0 0 0 15 1.98588574023275 0.132392382682118 0.355152916309745 0.076702249275198 1.07692307692308 0.115555555555556 93
153 2 17.5 17 0.157142857142857 0.0428571428571429 0 0.414285714285714 0.385714285714286 0 0 0 0 0 0 0 0 14 1.9337301731424 0.13812358379596 0.33817339049836 0.083564545604322 1.07407407407407 0.086734693877551 94
157 2 17.5 25 0.127388535031847 0.0445859872611465 0 0.439490445859873 0.388535031847134 0 0 0 0 0 0 0 0 15 2.1009183679794 0.14006122453196 0.2496642853115 0.10020556606666 1.13114754098361 0.111111111111111 95
79 2 17.1764705882353 23 0.181818181818182 0.0757575757575758 0 0.21969696969697 0.522727272727273 0 0 0 0 0 0 0 0 14 1.99447318213118 0.142462370152333 0.280985113110255 0.104683440254647 0.420289855072464 0.11734693877551 96
123 2 17.5 20 0.145299145299145 0.0341880341880342 0 0.324786324786325 0.495726495726496 0 0 0 0 0 0 0 0 12 1.7854745865544 0.14878954887958 0.2484008693708 0.11558577538254 0.655172413793103 0.138888888888889 97
5 2 16.8846153846154 27 0.166666666666667 0.287878787878788 0 0.204545454545455 0.340909090909091 0 0 0 0 0 0 0 0 9 1.36373693276135 0.151526325862404 0.370502586096788 0.0889616800810769 0.6 0.333333333333333 98
173 2 17.5 19 0.204081632653061 0.0612244897959184 0 0.316326530612245 0.418367346938776 0 0 0 0 0 0 0 0 12 1.8236127180778 0.1519677265065 0.32692692686586 0.093647993053428 0.75609756097561 0.131944444444444 99
167 2 17.5 32 0.15668202764977 0.0230414746543779 0 0.423963133640553 0.3963133640553 0 0 0 0 0 0 0 0 18 2.7451217249398 0.15250676249664 0.44136147620928 0.069976844293106 1.06976744186047 0.0987654320987654 100
89 2 17.1764705882353 41 0.0778443113772455 0.0179640718562874 0 0.368263473053892 0.535928143712575 0 0 0 0 0 0 0 0 27 4.16427878133686 0.154232547456941 0.285377981461686 0.0990134173496882 0.687150837988827 0.056241426611797 101
98 2 17.5 60 0.120654396728016 0.0245398773006135 0 0.392638036809816 0.462167689161554 0 0 0 0 0 0 0 0 34 5.3542882708672 0.15747906679028 0.36586796948302 0.082459061820824 0.849557522123894 0.0519031141868512 102
149 2 17.5 32 0.20627802690583 0.0224215246636771 0 0.349775784753363 0.42152466367713 0 0 0 0 0 0 0 0 17 2.696270986503 0.15860417567658 0.24244601097836 0.12367007763436 0.829787234042553 0.110726643598616 103
114 2 17.5 15 0.111111111111111 0.0493827160493827 0 0.555555555555556 0.283950617283951 0 0 0 0 0 0 0 0 11 1.755541235927 0.15959465781166 0.2913517569079 0.11018574565056 1.95652173913044 0.12396694214876 104
154 2 17.5 24 0.175182481751825 0.0948905109489051 0 0.233576642335766 0.496350364963504 0 0 0 0 0 0 0 0 13 2.1004869296044 0.16157591766192 0.32176493315928 0.11351921301268 0.470588235294118 0.142011834319527 105
35 2 16.8846153846154 29 0.104347826086957 0.0434782608695652 0 0.273913043478261 0.578260869565217 0 0 0 0 0 0 0 0 13 2.10224350076192 0.161711038520038 0.316757038726712 0.115197238458192 0.473684210526316 0.171597633136095 106
40 2 17.5 121 0.0349075975359343 0.0398357289527721 0 0.1782340862423 0.713347022587269 0.0242299794661191 0.00492813141683778 0.00123203285420945 0 0 0.00328542094455852 0 0 30 4.8835635180546 0.16278545060188 0.49450676623896 0.061826789320994 0.249856073690271 0.134444444444444 107
132 2 17.5 19 0.172043010752688 0.161290322580645 0 0.268817204301075 0.397849462365591 0 0 0 0 0 0 0 0 9 1.541421310605 0.1712690345116 0.2596371899227 0.1270849568061 0.675675675675676 0.234567901234568 108
54 2 17.1764705882353 57 0.0918220946915352 0.0129124820659971 0 0.309899569583931 0.568149210903874 0.0129124820659971 0.00143472022955524 0 0 0 0.00286944045911047 0 0 22 3.85361397719882 0.175164271690765 0.272272198772627 0.119674027644196 0.545454545454545 0.117768595041322 109
96 2 17.5 18 0.18 0.04 0 0.38 0.4 0 0 0 0 0 0 0 0 12 2.1619993403908 0.18016661169928 0.3384173148017 0.10104126014802 0.95 0.125 110
163 2 17.5 49 0.186708860759494 0.0474683544303797 0 0.294303797468354 0.471518987341772 0 0 0 0 0 0 0 0 27 4.8814443423976 0.18079423490362 0.33167996617612 0.11726340068356 0.624161073825503 0.0672153635116598 111
142 2 17.5 18 0.137614678899083 0.073394495412844 0 0.238532110091743 0.55045871559633 0 0 0 0 0 0 0 0 10 1.8114661061474 0.18114661061474 0.360804566266 0.10415034390712 0.433333333333333 0.18 112
68 2 16.622641509434 20 0.137931034482759 0 0 0.448275862068966 0.413793103448276 0 0 0 0 0 0 0 0 14 2.62941274445811 0.187815196032811 0.314044668592491 0.137323407008943 1.08333333333333 0.102040816326531 113
109 2 17.5 38 0.0672782874617737 0.0214067278287462 0 0.525993883792049 0.385321100917431 0 0 0 0 0 0 0 0 22 4.173635908038 0.18971072309262 0.26599390090978 0.14612033576852 1.36507936507936 0.0785123966942149 114
61 2 17.5 87 0.0882604970008569 0.025706940874036 0 0.239931448157669 0.536418166238218 0.0779777206512425 0.0077120822622108 0 0 0 0.0239931448157669 0 0 24 4.5694117301932 0.19039215542478 0.49739689637794 0.063978438561582 0.447284345047923 0.151041666666667 115
116 2 17.5 44 0.20125786163522 0.119496855345912 0 0.264150943396226 0.415094339622642 0 0 0 0 0 0 0 0 16 3.0717004390304 0.1919812774394 0.30220489006056 0.1418796353388 0.636363636363636 0.171875 116
67 2 17.5 148 0.133180252583238 0.0183696900114811 0 0.297742058936089 0.529276693455798 0.0133945656333716 0.00459242250287026 0 0 0 0.0034443168771527 0 0 31 6.0692118130516 0.19578102622754 0.29271357745596 0.1345604675569 0.562545191612437 0.154006243496358 117
16 2 16.622641509434 17 0.0853658536585366 0.0365853658536585 0 0.475609756097561 0.402439024390244 0 0 0 0 0 0 0 0 14 2.86728346226472 0.204805961590321 0.355558435905491 0.144504971864264 1.18181818181818 0.086734693877551 118
