75 1 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.900756964 0.259541832476 0.395475417596 0.147248870855 
75 1 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7305124787 0.30310743997 0.363272189883 0.253406124824 
75 2 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9010950888 0.259549883068 0.395487226099 0.147253817086 
75 2 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7304161838 0.303105147233 0.363272736802 0.253401486285 
75 3 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9011653946 0.259551557013 0.395488132978 0.147256124695 
75 3 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7302238971 0.303100568979 0.363267997717 0.253397040891 
75 4 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9011879503 0.259552094055 0.395493813499 0.147252412776 
75 4 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7308751583 0.303116075197 0.363275904495 0.253418824908 
75 5 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9006802598 0.259540006187 0.395474500389 0.147246293585 
75 5 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7303179065 0.303102807299 0.363262004157 0.253406079459 
75 6 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9010163159 0.259548007522 0.395484048762 0.147253016932 
75 6 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7303359124 0.303103236011 0.363271310269 0.253399174666 
75 7 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9011032829 0.259550078164 0.395486188687 0.147255030341 
75 7 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7301991311 0.303099979312 0.363267599488 0.253396293078 
75 8 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.900494993 0.259535595072 0.395468942893 0.147242829481 
75 8 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7323052185 0.303150124249 0.363289066956 0.253470128101 
75 9 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.901042375 0.259548627975 0.395482972049 0.147255039393 
75 9 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7302816119 0.303101943141 0.363283853751 0.253386451767 
75 10 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9007723998 0.259542199996 0.395475977644 0.147249079331 
75 10 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7301635991 0.303099133313 0.363265036279 0.253396865645 
75 1 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9008262673 0.259543482554 0.395477269594 0.14725035413 
75 1 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7309138399 0.303116996189 0.363294746004 0.253404941993 
75 2 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9006657564 0.259539660867 0.395474120145 0.147245977115 
75 2 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7304027951 0.303104828455 0.363272529889 0.253401075096 
75 3 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9006702614 0.25953976813 0.395472987489 0.147247108659 
75 3 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7311006588 0.303121444256 0.363280199933 0.253425080871 
75 4 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9006374841 0.259538987717 0.395472534834 0.14724605749 
75 4 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7295826441 0.30308530105 0.363307559061 0.253336479216 
75 5 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9011009407 0.259550022397 0.395492079954 0.147250061806 
75 5 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7301630304 0.303099119771 0.363264571361 0.25339722498 
75 6 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9006458396 0.259539186657 0.395474697526 0.147244634199 
75 6 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7286471922 0.303063028385 0.363270539368 0.253326388877 
75 7 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9006659012 0.259539664314 0.395472963333 0.147246939037 
75 7 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7303763593 0.303104199031 0.363270833248 0.253401327286 
75 8 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9009975116 0.2595475598 0.395482628714 0.147253372436 
75 8 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7302504389 0.303101200927 0.36326945117 0.253396994203 
75 9 0.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 10.9016272264 0.25956255301 0.395524124913 0.147246471873 
75 9 2.0 179 298 96 0 704 2260 144 18 0 0 0 27 0 0 42.0 12.7307287815 0.303112590037 0.363271339442 0.253416231833 
