155 1 0.0 1 11 0 0 25 10 1 0.0764317452684 0 5 
155 1 0.0 6 3 1 0 17 19 2 0.00874873420287 1 3 
155 1 0.0 3 6 2 0 15 7 2 0.0576212818867 1 3 
155 1 0.0 10 10 2 0 12 30 2 1.26930255868e-24 4 2 
155 1 0.0 13 5 2 0 10 18 3 1.24323456761e-71 2 2 
155 1 0.0 2 2 1 0 2 8 1 0.191727038454 0 2 
155 1 0.0 5 2 1 0 12 17 2 0.0567288120447 1 2 
155 1 0.0 12 3 1 0 9 6 3 1.25308459659e-71 2 1 
155 1 0.0 15 8 4 0 11 18 3 7.81470407768e-74 4 1 
155 1 0.0 4 4 0 0 14 13 2 0.059882283591 1 2 
155 1 0.0 7 3 0 0 11 9 2 0.0611943178814 1 1 
155 1 0.0 14 3 0 0 6 4 3 3.83856115527e-68 2 0 
155 1 0.0 8 2 1 0 3 7 2 0.149667458771 1 1 
155 1 0.0 16 8 4 0 12 17 3 8.64980603457e-75 5 0 
155 1 0.0 11 1 0 0 6 1 3 4.84220707521e-77 1 0 
155 1 0.0 9 4 2 0 6 5 3 1.03252872818e-64 1 2 
155 1 2.0 1 11 0 0 25 10 1 0.0256065709215 0 5 
155 1 2.0 6 3 1 0 17 19 2 0.000253971095877 1 3 
155 1 2.0 3 6 2 0 15 7 2 0.00889240752743 1 3 
155 1 2.0 10 10 2 0 12 30 2 7.18752930156e-13 4 2 
155 1 2.0 13 5 2 0 10 18 3 6.92525176418e-47 2 2 
155 1 2.0 2 2 1 0 2 8 1 0.126040630805 0 2 
155 1 2.0 5 2 1 0 12 17 2 0.00910950185196 1 2 
155 1 2.0 12 3 1 0 9 6 3 2.80461019765e-47 2 1 
155 1 2.0 15 8 4 0 11 18 3 2.80065233686e-49 4 1 
155 1 2.0 4 4 0 0 14 13 2 0.00892836572351 1 2 
155 1 2.0 7 3 0 0 11 9 2 0.00949705157197 1 1 
155 1 2.0 14 3 0 0 6 4 3 1.74551308415e-44 2 0 
155 1 2.0 8 2 1 0 3 7 2 0.180069414042 1 1 
155 1 2.0 16 8 4 0 12 17 3 1.1321859387e-49 5 0 
155 1 2.0 11 1 0 0 6 1 3 3.9936721694e-55 1 0 
155 1 2.0 9 4 2 0 6 5 3 1.15938005931e-37 1 2 
155 2 0.0 1 11 0 0 25 10 1 0.286775429967 0 5 
155 2 0.0 6 3 1 0 17 19 2 0.050791955985 1 3 
155 2 0.0 3 6 2 0 15 7 2 0.0620689549374 1 3 
155 2 0.0 10 10 2 0 12 30 2 3.27027984394e-28 4 2 
155 2 0.0 13 5 2 0 10 18 3 1.19359398091e-71 2 2 
155 2 0.0 2 2 1 0 2 8 1 0.191767383068 0 2 
155 2 0.0 5 2 1 0 12 17 2 0.0639616145245 1 2 
155 2 0.0 12 3 1 0 9 6 3 1.26836633178e-71 2 1 
155 2 0.0 15 8 4 0 11 18 3 3.16018362079e-71 4 1 
155 2 0.0 4 4 0 0 14 13 2 0.0483488926959 1 2 
155 2 0.0 7 3 0 0 11 9 2 0.0649124367699 1 1 
155 2 0.0 14 3 0 0 6 4 3 5.06131482676e-74 2 0 
155 2 0.0 8 2 1 0 3 7 2 0.14962183108 1 1 
155 2 0.0 16 8 4 0 12 17 3 1.41440789985e-71 5 0 
155 2 0.0 11 1 0 0 6 1 3 2.20728464311e-70 1 0 
